Job Title,Key Skills,Functional Area
 Nurse, Nursing| NICU| Medical| patient care| Nurse,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Export Executive, Preparing Invoices| Export,"Export , Import , Merchandising"
 Marketing Manager, Product launch| Market development| Event management| Field marketing| Field sales| Sales process| MS Office| Operations| Product marketing| Logistics,"Marketing , Advertising , MR , PR , Media Planning"
 Area Sales Manager, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,"Sales , Retail , Business Development"
 Senior Full Stack Developer, Javascript| SQL| Linux| server| css| technical| software| developing| HTML| JSON| Adobe| tools| NoSQL| web| devops| design| programming| Python| architecture| github| development| mobile| Apache| application| saas| applications,"IT Software - Application Programming , Maintenance"
 Immediate Opening In International UK Voice Process, Telecom| Comp| Outbound process| Voice process| Time| Interviewing| Target| Presentable| Bonus| Spot,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Dot Net Developers, Dot Net| Dot Net Developers| .Net| Developers| net,"IT Software - Application Programming , Maintenance"
 Sales Executive, Hardware sales| Software sales| Hardware| Sales Executive| Marketing,"Sales , Retail , Business Development"
 Urgent Opening - International Inbound Tech Support, Outbound| Service| Technical support| Target| process| Issue| Inbound calls| Bonus| Business Executive| Comp,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 INTERIOR DESIGNER, Supervisor| Hospitality| CV| Monitor| Architecture| AutoCAD| SPA| Written communication| Interior designing| Verbal,"Architecture , Interior Design"
 Customer Care Executive, Customer Care,"Financial Services , Banking , Investments , Insurance"
Software Development Associate,c++|python,"IT Software - Application Programming , Maintenance"
 Hiring for Executive Assistant, Executive Assistant| Travel Arrangements| Time Management| Calendaring| Management Skills| EA| MS Office,"Executive Assistant , Front Office , Data Entry"
 ITI Fresher Require, iti| carpenter| electrical| mechnical| Instrumentation| fresher| foreman,"Production , Manufacturing , Maintenance"
 Databases Testing Engineers, oracle| sql server| development| mca| performance testing| mercury| database testing| testing databases| middleware testing,IT Software - QA & Testing
 iOS Developer, IOS| Software| Javascript| JSON| Consulting| SDK| Software design| Animation| Layout| Memory management,"IT Software - Application Programming , Maintenance"
 Sr. WebMethods Developer, oracle| sap| j2ee| development| webmethods| mq| db2| xml| jdbc| edi,"IT Software - Application Programming , Maintenance"
 Sr Magento Developer, com| css| wordpress| jquery| sql| database design| coding| oop| database| java| ui| web| design| oops| json| html| mysql| magento| development| website| c| it| javascript| quality| application| mysql database| service| php| pl,"IT Software - Application Programming , Maintenance"
 Greetings From Adeeba E Services in UK Shift, Telecom| Comp| process| Outbound process| Interviewing| Target| Presentable| Spot| Typing| Bonus,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Urgently Required-accounts Execuitve @CFS Dwarka, Bank Reconciliation| TDS| Tally ERP| Receipt| MS Office| Payment Processing| Excel| Gst| Banking| Word,"Accounts , Finance , Tax , Company Secretary , Audit"
 Marketing Manager, Product management| Display advertising| Social media| Analytical| Marketing campaigns| Strategic planning| SEM| Customer experience| SEO| Media planning,"Marketing , Advertising , MR , PR , Media Planning"
 Marketing Coordinator : Hard Rock Cafe: Call Now, Offline| Marketing| Marketing Coordinator| Social Media Marketing| Digital Marketing| Online Marketing,"Marketing , Advertising , MR , PR , Media Planning"
 Java with Integration, XML| Core Java| XSLT| Java web services| SOAP,"IT Software - Application Programming , Maintenance"
 Adeeba Group is Currently hiring for /US Inbound Tech Process, Outbound| Night shift| Recruitment| iPhone| Email| US shift| Troubleshooting| Technical support| Comp| International BPO,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Senior Architect, Design| Commercial| Residential| Working Drawings| Team Leading,"Architecture , Interior Design"
 Hiring For Highest Paying BPOs In Pune, International Voice Process| Travel Insurance,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Java / Scala Dev, Db2| Coding| Debugging| Agile| Application development| Investment banking| Open source| Middleware| SDLC| Python,"IT Software - Application Programming , Maintenance"
 Senior HR Executive, Senior HR| senior hr executive,"HR , Recruitment , Administration , IR"
 SAP Basis HANA, Administration| Team management| Executive| SAP implementation| SAP Basis administration| Project management| Database| sap hana| Monitoring,"IT Software - Application Programming , Maintenance"
 Software Support Executive, Usage| Software services| technical| software| Finance| Business Executive,"IT Software - Application Programming , Maintenance"
 Front end Developer, Front end| CSS3| jQuery| Business Executive| bootstrap| Web technologies| Relationship Executive| html5| Vision,"Sales , Retail , Business Development"
 Front Office Executive ( Job Loc- Kharghar), Receptionist| Front Office| Administration Work,"Executive Assistant , Front Office , Data Entry"
 Site Manager - Safety, hse training| environment health safety| quality control| quality management| management systems| site management| technical leadership,"Production , Manufacturing , Maintenance"
 Sap-bi Software Engineer & Support Specialist For Gurgaon, SAP BO| Software Engineering| OOD| PLSQL| Data Warehousing| OO ABAP| Hana| SAP BI,"IT Software - DBA , Datawarehousing"
" Openings For AEM, Adobe CQ5 ", adobe experience manager| cq5| aem,"IT Software - Application Programming , Maintenance"
 Corporate Sales( Female Only): Interior Design Firm: Delhi, Corporate Sales| Interior Designing| windows| Doors| Furnishing| furniture,"Sales , Retail , Business Development"
 AGM - Corporate HR, Talent management| HRIS| Business strategy| Training and Development| Senior management| HR strategy| HR policies| HR Administrator| Strategic planning| Vice President HR,"HR , Recruitment , Administration , IR"
 UI/UX Designer, Posters| UX| Prototype| UI| Illustrator| Layout| HTML| Photoshop| Android| Typography,"IT Software - eCommerce , Internet Technologies"
 Manufacturing Head, Fabrication| Heavy machinery| Industrial products| Head Manufacturing| Heavy engineering| Assembly line| General Manager Production| Center Head| Management| Mechanical,"Production , Manufacturing , Maintenance"
 Android Developer, Android,IT Software - Mobile
" Sales Engineer-exports,location:gurgaon", international sales| marketing| international marketing| dealer network,"Export , Import , Merchandising"
 Content Executive, executive| computer proficiency| web content| basic| copy editing| creative| content creation,"Journalism , Editing , Content"
 Digital Marketing, Market research| Digital marketing| Social media| SEM| Print media| Analytics| Monitoring| Display advertising| UX| Analytical skills,"Marketing , Advertising , MR , PR , Media Planning"
 Senior Manager HR, hr policies| recruitment| performance appraisal process| compensation| exit interviews| hr processes| human resource management| employee orientation| salary,"HR , Recruitment , Administration , IR"
 Business Development Managers | Global Resources Consulting, FMCG| Telecom| Consulting| Individual Contributor| Logistics| E-commerce| MIN| Manager Technology,"Sales , Retail , Business Development"
 QC Engineers - Diploma Mechanical Engineers, Machinery| Industrial products| Mechanical| QC,"Production , Manufacturing , Maintenance"
 J2EE Full Stack Technical Manager, Technical Architect| Hibernate| Sonar| Spring Boot| J2Ee| Velocity| JMS| Core Java| JUnit| Javascript| Web Services,"IT Software - Application Programming , Maintenance"
" Job Opening For ""windows Server Monitoirng", Windows Server| server support| windows server support| windows support| Monitoring| ITIL| it infrastructure,"IT Software - Application Programming , Maintenance"
 Finance Executive (1-2 Years), Accounting| Balance Sheet| Accounts Payable| General Ledger| Bank Reconciliation| Finance| Professional Tax| Trial Balance| Intercompany Reconciliation| Ledger Scrutiny| Gst| TDS| Oracle| Payment Followup,"Accounts , Finance , Tax , Company Secretary , Audit"
 Sr. Manager - Export, international marketing| Export| overseas marketing,"Export , Import , Merchandising"
 Associate_Immigration, Process automation| Excel| Compliance| MS Outlook| Process quality| professional services| Continuous improvement,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Start your Career on an International Platform, Customer Service| International Voice Process,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Front-end Engineers, Front end| UX| Javascript| Backend| Usage| CSS| UI| design,"IT Software - Application Programming , Maintenance"
 Urgent Opening For Head Baker Location Govandi, Food Preparation| bread| Bakery| Stock Inventory| Quality Standards,"Hotels , Restaurants"
 Website Sales Consultant, Online sales| Bidding| Social media| Revenue generation| closure| English Communication Skills| Outbound calling| Website sales| Writing skills| Client relationship,"Sales , Retail , Business Development"
" Part Time/home Based Work For Students,fresher Weekly Earning", Online Advertising| Bca| Bde| Digital Marketing| HR| MCA| Part Time| freelancer| Recruitment,"HR , Recruitment , Administration , IR"
 Senior Software Developer Location:Noida, c| Senior| Software| developer| Information technology,"IT Software - Application Programming , Maintenance"
 Principal Consultant - FS Risk and Compliance, English language| Bfsi| Senior| Project management| Consulting| Banking| Regulatory compliance| Risk| Project planning| Language skills,"IT Software - Application Programming , Maintenance"
 Officer - IT (SAP BI BO) // (only Male)-leading Firm- Mumbai, sap| sap bo| Bo| support| SAP BI,IT Software - Other
 Online Marketing Executive and Data Entry, sales management| online sales| sales| auto parts| accessories| Warehouse Operations| Data Entry| Sales Lead Generation,"Sales , Retail , Business Development"
 Administrator - Non Catalogued, Housekeeping| Usage| English language| Standard operating procedures| IT infrastructure| Infrastructure| Service| Language skills| Monitoring| System administration,"IT Software - Network Administration , Security"
" Max 3D Modeling Artist - 3ds Max, Sketchup", Sketchup| Post Production| Architecture| Rendering| Photoshop| 3D Modeling| 3Ds Max,"Architecture , Interior Design"
 Sr Production Role, vendor management| raw material procurement| Production| autocad| new vendor development| laser cutting,Purchase / Logistics / Supply Chain
